,tSNE-1,tSNE-2
F2S4_160113_008_C01,-48.87546708168848,-44.81793081641313
F2S4_160113_008_D01,-49.256902310123216,-46.21184569379651
F2S4_160113_008_E01,-35.88588960001451,-53.321807138123226
F2S4_160113_008_F01,-34.58825032447708,-48.92417755311119
F2S4_160113_008_G01,-44.76177973394451,-44.7955887483954
F2S4_160113_008_H01,-31.43902210016573,-47.686027137323165
F2S4_160113_016_A01,-4.764114640486876,-22.23022130444616
F2S4_160113_016_B01,-37.69064944263622,-9.911230157864194
F2S4_160113_016_C01,-15.844231862471938,-27.1911224972054
F2S4_160113_016_D01,-55.30707152295899,17.690346905852433
F2S4_160113_016_E01,-37.98414656999225,-7.4784699705892494
F2S4_160113_016_F01,-33.0395944201764,-4.804875372887658
F2S4_160113_016_G01,4.413384517148618,15.55318513983958
F2S4_160113_016_H01,-15.335404720571796,-26.911936935461746
F2S4_160113_017_A01,28.098482520137452,25.839073106194107
F2S4_160113_017_C01,65.31092520903559,-2.347257505153312
F2S4_160113_017_D01,-38.13486193668533,-8.8883542341877
F2S4_160113_017_E01,-59.81254551906084,39.52124034514706
F2S4_160113_017_F01,54.747333960080034,18.39228521374992
F2S4_160113_017_G01,-24.028810547345934,-33.99629719111073
F2S4_160113_017_H01,-39.494533303207035,29.648685293272802
F2S4_160113_018_A01,-11.184258935970046,-7.487885077646117
F2S4_160113_018_B01,-13.056810832409843,-5.966952879955822
F2S4_160113_018_C01,-12.578764468835187,-3.157849540013356
F2S4_160113_018_D01,-7.241776504504389,-4.905173600410747
F2S4_160113_018_E01,6.810588446561866,-33.03693954570293
F2S4_160113_018_F01,-9.650812482422724,-3.7108286017010963
F2S4_160113_018_G01,4.278456251417409,-47.845912436340875
F2S4_160113_018_H01,4.083790664942274,-48.43348250954523
F2S4_160113_019_A01,-11.311180462683293,-7.562988320505703
F2S4_160113_019_B01,-7.89641409586091,-4.961394217493019
F2S4_160113_019_C01,5.345844299765577,-41.50309592266541
F2S4_160113_019_D01,-7.846598890308293,-2.643378777248732
F2S4_160113_019_E01,-10.763220593632163,-7.307155271606015
F2S4_160113_019_F01,-0.21849840691533384,-38.81034892933226
F2S4_160113_019_G01,13.443727549922496,-30.305377432453827
F2S4_160113_019_H01,-53.26627296546147,18.74566888313304
F2S4_160113_020_A01,5.206044828677602,-31.648445836622486
F2S4_160113_020_B01,9.61784392904815,-27.64326357258609
F2S4_160113_020_C01,-7.739949236020912,-4.8474869741358635
F2S4_160113_020_D01,-13.028874607813131,-6.071519095267935
F2S4_160113_020_E01,-8.890541075392882,1.6479697400548179
F2S4_160113_020_F01,9.256953606593123,-35.96879177603303
F2S4_160113_020_G01,-5.07462950158363,-4.9828100770847
F2S4_160113_020_H01,6.38609400956498,-29.459496686340227
F2S4_160113_021_A01,6.16233796239148,-43.540701932903126
F2S4_160113_021_B01,-1.4489376256835544,-3.9091870689054526
F2S4_160113_021_C01,38.280529141250845,54.98514386142985
F2S4_160113_021_D01,5.408888923925006,-41.42992503219849
F2S4_160113_021_E01,6.610016436236093,-29.271352781210044
F2S4_160113_021_F01,-1.711355593794382,-37.88365057995818
F2S4_160113_021_G01,-9.850722095583697,-5.651961160184495
F2S4_160113_021_H01,9.967688161196774,-34.3246297242136
F2S4_160113_022_A01,-7.625173662601954,-1.0456909815407247
F2S4_160113_022_B01,-9.438345653362747,-3.1766194838292283
F2S4_160113_022_C01,-8.774045939096998,1.2278509648506355
F2S4_160113_022_D01,13.698006223116609,-30.247281964316844
F2S4_160113_022_E01,10.346627088224382,-28.686516739100824
F2S4_160113_022_F01,-12.811107726069658,-6.7977841340528835
F2S4_160113_022_G01,48.4409840446089,48.66590680524424
F2S4_160113_022_H01,13.485988368112116,-30.018582402929262
F2S4_160115_017_A01,52.574024393793096,15.682375565443344
F2S4_160115_017_B01,50.183069200862455,23.941506579823457
F2S4_160115_017_C01,6.1743485403689995,17.2355754759312
F2S4_160115_017_D01,54.21408754850153,17.774734799921703
F2S4_160115_017_E01,-54.69135329499268,18.677271848485006
F2S4_160115_017_F01,-18.352774298600316,46.33787826266594
F2S4_160115_017_G01,21.969790942498868,30.641195849246976
F2S4_160115_017_H01,48.45835849079501,48.5909897270595
F2S4_160115_018_A01,-59.84984730390837,39.84539204437719
F2S4_160115_018_B01,-59.82830199382885,36.33891271266205
F2S4_160115_018_C01,-54.66313511837123,18.849072200659922
F2S4_160115_018_D01,8.03305363013919,18.70229016608153
F2S4_160115_018_E01,26.758302566679724,27.311147280569585
F2S4_160115_018_F01,55.597155549877456,16.74220663315482
F2S4_160115_018_G01,38.62708968306001,27.836647564945828
F2S4_160115_018_H01,3.9451035785327844,64.00576001834489
F2S4_160115_019_A01,8.635590362746035,59.074180675064895
F2S4_160115_019_B01,39.56845953407436,42.446402895368436
F2S4_160115_019_C01,36.98919683121366,29.476108987413326
F2S4_160115_019_D01,5.316164667469571,15.193459424433449
F2S4_160115_019_E01,-53.755276386368394,19.208202930851726
F2S4_160115_019_F01,38.464029484288375,42.54275333300513
F2S4_160115_019_G01,38.53929646174479,28.12934541830912
F2S4_160115_020_A01,6.539439893112602,19.198071924949016
F2S4_160115_020_B01,-61.67622213065264,36.538739696569515
F2S4_160115_020_C01,38.24778866367119,55.01967065215728
F2S4_160115_020_D01,48.983214582777755,49.86064783960192
F2S4_160115_020_E01,48.76241242174998,50.34422005276528
F2S4_160115_020_F01,-52.91739078167748,18.5580418049139
F2S4_160115_020_G01,-52.795262528956684,18.581859810650542
F2S4_160115_020_H01,-54.77982407113732,16.624299350649743
F2S4_160115_024_A01,-9.975213683827832,22.939037529786667
F2S4_160115_024_B01,-18.470767308901358,35.462764855507295
F2S4_160115_024_C01,-58.59264868147106,-10.807089988932356
F2S4_160115_024_D01,-58.21845795510928,-13.017813499640331
F2S4_160115_024_E01,-32.66539355006965,8.848731040574316
F2S4_160115_024_F01,-10.574236808102263,18.862735524635372
F2S4_160115_024_G01,8.864956475293592,39.15486085874839
F2S4_160115_024_H01,-42.71882907825366,40.99855374666059
F2S4_160115_025_A01,-40.699812015283946,46.63812217573893
F2S4_160115_025_B01,-3.30879873868339,19.78223023864764
F2S4_160115_025_C01,-55.78899910246478,-11.253786880723938
F2S4_160115_025_D01,-40.741362794274394,46.66257164205391
F2S4_160115_025_E01,-2.1479374712103168,21.176508522189636
F2S4_160115_025_F01,-19.40563175861611,33.70630082130567
F2S4_160115_025_G01,-18.171513638912465,52.61917807151835
